POI名称,所在区县,详细地址,经度,纬度,POI类型,分析类别
南京汉开书院高中部(文德路校区),浦口区,文德西路251号,118.625067,32.052401,科教文化服务;学校;学校,学校
河海大学西康路校区北教馆,鼓楼区,西康路1号河海大学,118.759827,32.057279,科教文化服务;学校;学校,学校
中共南京市委党校,栖霞区,灵山北路190号南京市委党校,118.942642,32.096547,科教文化服务;学校;学校,学校
银城小学,鼓楼区,闽江路28号,118.733019,32.052893,科教文化服务;学校;小学,学校
南京航天管理干部学院,秦淮区,瞻园路126号,118.786296,32.020397,科教文化服务;学校;成人教育,学校
淳化中学,江宁区,淳化街道淳关路52号,118.940693,31.934145,科教文化服务;学校;中学,学校
南京商业学校(钟阜路校区),鼓楼区,钟阜路10-1号,118.765887,32.086016,科教文化服务;学校;职业技术学校,学校
南京市第一中学思益学校,栖霞区,马群街道马高路199号,118.899343,32.036954,科教文化服务;学校;中学,学校
南京江北新区外国语学校,浦口区,兰山路39号,118.708243,32.180964,科教文化服务;学校;中学,学校
江宁实验小学上元大街校区,江宁区,上元大街319号(近建设大厦),118.83664,31.952761,科教文化服务;学校;小学,学校
南京市励志高级中学,六合区,上马石路111号,118.828,32.318121,科教文化服务;学校;中学,学校
南京市钟英中学,秦淮区,白下路117号,118.789606,32.029641,科教文化服务;学校;中学,学校
南京外国语学校河西初级中学,建邺区,太清路28号,118.702824,31.968521,科教文化服务;学校;中学,学校
东南大学(四牌楼校区)交通学院,玄武区,进香河路35东南大学四牌楼校区,118.789352,32.055701,科教文化服务;学校;高等院校,学校
南京市第二十九中学致远初级中学,鼓楼区,凤凰庄4号,118.760425,32.042077,科教文化服务;学校;中学,学校
南京市东山小学,江宁区,东新北路三新村14号,118.85255,31.958401,科教文化服务;学校;小学,学校
雨花台中学(岱山校区),雨花台区,雨花经济开发区夏家村街7号安嘉-西苑旁,118.691517,31.932338,科教文化服务;学校;中学,学校
六合实验高级中学,六合区,延安北路23号,118.845457,32.354381,科教文化服务;学校;中学,学校
河西中央公园CBD绿轴B区,建邺区,河西大街339号河西中央公园,118.727803,32.000397,风景名胜;公园广场;公园,公园
卢龙湖,鼓楼区,建宁路202号阅江楼风景区内,118.75198,32.096187,风景名胜;公园广场;公园,公园
文石公园,六合区,古棠大道和龙池路交汇处,118.840943,32.325415,风景名胜;公园广场;公园,公园
泮池园,高淳区,宝塔路60号,118.871804,31.321615,风景名胜;公园广场;公园,公园
石羊公园,江宁区,石羊路通湖路交叉口,118.857061,31.964055,风景名胜;公园广场;公园,公园
市政公园,高淳区,汶溪路与胥河路交叉口西北120米,118.890134,31.340738,风景名胜;公园广场;公园,公园
尧化门市民广场-尧化健康主题公园,栖霞区,太龙路尧化门市民广场,118.872551,32.110032,风景名胜;公园广场;公园,公园
百合湖公园,浦口区,紫峰路与菊圃路交叉口东北160米,118.548727,31.978563,风景名胜;公园广场;公园,公园
江苏江宁汤山方山国家地质公园博物馆,江宁区,汤山街道汤泉西路169号,119.040524,32.055581,风景名胜;公园广场;公园|科教文化服务;科教文化场所;科教文化场所,公园
金乌温泉公园,江宁区,汤山街道汤山街道汤山街道汤山街道汤山街道颐尚温泉酒店东边,119.054145,32.045464,风景名胜;公园广场;公园,公园
下关西火车主题街区(南京店),鼓楼区,江边路47号,118.743868,32.10391,风景名胜;公园广场;公园,公园
三桥湿地公园,雨花台区,扬子江大道与天后村互通交叉口西北400米,118.651586,31.959808,风景名胜;公园广场;公园,公园
星甸街道中央湿地公园,浦口区,X304(星龙路),118.454528,32.029822,风景名胜;公园广场;公园,公园
莲花湖公园,雨花台区,城小区对面,118.6585,31.908614,风景名胜;公园广场;公园,公园
黑石公园,浦口区,岔琥路,118.597702,32.121116,风景名胜;公园广场;公园,公园
琵琶湖公园,玄武区,石象路7号中山陵园风景区外缘景区前湖片区,118.824766,32.054082,风景名胜;公园广场;公园,公园
南京青奥体育公园,浦口区,河滨路,118.664646,32.049778,风景名胜;公园广场;公园,公园
宝塔山遗址公园,江宁区,湖熟街道宝塔北路1号,118.978608,31.860431,风景名胜;公园广场;公园,公园
江北新区佛手湖中央生态公园,浦口区,沿山大道,118.661239,32.108904,风景名胜;公园广场;公园,公园
固城湖国家城市湿地公园,高淳区,史家路与慢城绿道交叉口东北150米,118.90939,31.326161,风景名胜;公园广场;公园,公园
菊花台公园,雨花台区,安德门大街6号(近花神大道),118.757506,31.982097,风景名胜;公园广场;公园,公园
太子山公园,六合区,大厂街道大厂街道江北新区园东路280号,118.754617,32.21884,风景名胜;公园广场;公园,公园
凤凰山公园,六合区,延西巷1号(凤凰山公园地铁站3号口步行230米),118.842625,32.348826,风景名胜;公园广场;公园,公园
幕燕滨江·燕子矶公园,栖霞区,临江街3号,118.817155,32.146815,风景名胜;公园广场;公园,公园
浦口公园,浦口区,新马路2号,118.719705,32.10212,风景名胜;公园广场;公园,公园
池杉湖国家湿地公园,六合区,235国道西侧,118.701823,32.376594,风景名胜;公园广场;公园,公园
莉湖公园,六合区,莉湖路附近,118.841779,32.320349,风景名胜;公园广场;公园,公园
南京鱼嘴湿地公园,建邺区,双闸街道扬子江大道460号,118.666004,31.974255,风景名胜;公园广场;公园,公园
滁河湾湿地公园,六合区,滁河路与滁河路匝道交叉口东60米,118.843648,32.323995,风景名胜;公园广场;公园,公园
幸庄湿地公园,溧水区,永阳镇草鞋山路与随园路交界处,119.03477,31.616499,风景名胜;公园广场;公园,公园
南京六合止马岭森林公园,六合区,竹镇止马岭风景区(桃花岛风景区),118.577615,32.563732,风景名胜;公园广场;公园,公园
营盘山公园,玄武区,中山门外石象路7号中山陵园风景区明孝陵景区内,118.822124,32.062811,风景名胜;公园广场;公园,公园
万景园,建邺区,扬子江大道222号,118.717417,32.034704,风景名胜;公园广场;公园,公园
小桃园,鼓楼区,中山北路,118.745479,32.078714,风景名胜;公园广场;公园,公园
古林公园,鼓楼区,宁海路街道虎踞北路21号,118.753335,32.066877,风景名胜;公园广场;公园,公园
陈陵石刻公园,江宁区,陈陵路103号,118.885699,31.964899,风景名胜;公园广场;公园,公园
白马公园,玄武区,锁金村街道白马山庄1号(近龙蟠路),118.816692,32.060725,风景名胜;公园广场;公园,公园
新城公园,栖霞区,新城路与尧辰路交叉口东北20米,118.884061,32.129972,风景名胜;公园广场;公园,公园
桥李高村湿地公园,高淳区,云云农家乐东南侧60米,119.100154,31.421391,风景名胜;公园广场;公园,公园
乐山路人口文化园,建邺区,乐山路与富春江西街交叉口北80米,118.716254,32.006195,风景名胜;公园广场;公园,公园
康业里游园,秦淮区,应天大街119号,118.805409,32.005697,风景名胜;公园广场;公园,公园
和凤镇文化园,溧水区,和凤镇文化园(南京市溧水区和凤镇政府东),118.996639,31.396316,风景名胜;公园广场;公园,公园
太白遗址公园,秦淮区,贡院街152号南京夫子庙,118.792371,32.020415,风景名胜;公园广场;公园,公园
神山头公园,江宁区,神山路附近,118.633937,31.787395,风景名胜;公园广场;公园,公园
九龙公园,六合区,大厂街道南钢二村22栋3单元,118.748138,32.203299,风景名胜;公园广场;公园,公园
南京灵岩山市级森林公园,六合区,邹庄路东150米,118.883711,32.293309,风景名胜;公园广场;公园,公园
秣陵关公园,江宁区,故治路,118.84472,31.831164,风景名胜;公园广场;公园,公园
清凉山公园,鼓楼区,清凉山路83号(近广州路),118.760835,32.050132,风景名胜;公园广场;公园,公园
濑渚州公园,高淳区,丹阳湖南路9号,118.897018,31.320171,风景名胜;公园广场;公园,公园
东干长巷公园,秦淮区,平江府路80-1夫子庙秦淮风光带内(南侧),118.787134,32.010237,风景名胜;公园广场;公园,公园
月牙湖公园,秦淮区,后标营路164号钟山风景名胜区内西南侧,118.828757,32.030173,风景名胜;公园广场;公园,公园
下马坊遗址公园,玄武区,下马坊地铁站2号口西,118.843874,32.042659,风景名胜;公园广场;公园,公园
江宁大学城公园,江宁区,[],118.890643,31.903807,风景名胜;公园广场;公园,公园
麒麟生态体育公园1期,江宁区,东麒路与钟学路交叉口,118.896471,32.014874,商务住宅;住宅区;住宅小区|风景名胜;公园广场;公园,公园
麒麟生态体育公园2期,江宁区,麒麟科技生态体育公园,118.8936,32.018338,风景名胜;公园广场;公园,公园
龟山公园,玄武区,文枢西路30号,118.905834,32.089878,风景名胜;公园广场;公园,公园
灵谷景区,玄武区,孝陵卫街道灵谷寺2号,118.866392,32.056287,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,公园
丝兰湖公园,浦口区,步月路工业园,118.55039,31.965403,风景名胜;公园广场;公园,公园
九乡河生态公园,栖霞区,仙林大道(近绕越高速),118.948121,32.121131,风景名胜;公园广场;公园,公园
上秦淮生态湿地公园,江宁区,秣陵街道秣周东路(秣周东路地铁站1号口步行490米),118.836913,31.869313,风景名胜;公园广场;公园,公园
九龙湖公园,江宁区,苏源大道与清水亭西路交叉口东,118.811715,31.916896,风景名胜;公园广场;公园,公园
大钟亭公园,玄武区,大钟亭1号(鼓楼地铁站4B口步行110米),118.784636,32.060425,风景名胜;公园广场;公园,公园
北极阁公园,玄武区,鸡鸣寺路1号钟山风景名胜区玄武湖景区内西南侧,118.790688,32.059699,风景名胜;公园广场;公园,公园
莫愁湖公园,建邺区,莫愁湖街道莫愁湖街道水西门大街132号莫愁湖,118.759541,32.03383,风景名胜;公园广场;公园,公园
白鹭洲公园,秦淮区,夫子庙白鹭村1号,118.79513,32.017888,风景名胜;公园广场;公园,公园
玄武湖景区情侣园,玄武区,龙蟠路100号,118.809617,32.07004,风景名胜;公园广场;公园,公园
鼓楼公园,鼓楼区,北京西路1-2号(鼓楼地铁站6号口步行130米),118.782028,32.058688,风景名胜;公园广场;公园,公园
绣球公园,鼓楼区,下关街道中山北路406号(近湖南路),118.746488,32.089597,风景名胜;公园广场;公园,公园
九华山公园,玄武区,九华山路21号钟山风景名胜区玄武湖景区内南侧(九华山地铁站1号口步行310米),118.807313,32.059806,风景名胜;公园广场;公园,公园
人口文化园,浦口区,浦珠中路208号浦厂南苑,118.690711,32.112692,风景名胜;公园广场;城市广场|风景名胜;公园广场;公园,公园
南京工程学院体育公园,江宁区,江宁大学城弘景大道1号南京工程学院(江宁校区),118.885329,31.926806,风景名胜;公园广场;公园,公园
团山公园,溧水区,柘塘街道中兴西路100号,119.022974,31.696807,风景名胜;公园广场;公园,公园
小牛头山公园,江宁区,华汇路牛头山,118.932874,32.047457,风景名胜;公园广场;公园,公园
狮子山风景区,鼓楼区,建宁路202号阅江楼景区内(东侧),118.752692,32.092918,风景名胜;公园广场;公园,公园
南京国际友谊公园,建邺区,平良大街南京河西城市生态公园(东侧),118.699685,31.975283,风景名胜;公园广场;公园,公园
蟠龙湖森林公园,江宁区,横溪蟠龙湖,118.802782,31.66336,风景名胜;公园广场;公园,公园
桥北滨江生态公园,浦口区,滨江路与迎江路交叉口,118.734377,32.113281,风景名胜;公园广场;公园,公园
江宁(杨家圩)市民公园,江宁区,小龙湾路与谭园路交汇处西50米,118.833789,31.940677,风景名胜;公园广场;公园,公园
明御河公园,秦淮区,瑞阳街33号,118.814879,32.028934,风景名胜;公园广场;公园,公园
太平山公园,栖霞区,尧化街道尧化街道尧化街道尧化街道新城路,118.873662,32.129692,风景名胜;公园广场;公园,公园
竹山文化休闲公园,江宁区,竹山路,118.841819,31.94812,风景名胜;公园广场;公园,公园
南京聚宝山公园,玄武区,玄武大道96号,118.872769,32.101462,风景名胜;公园广场;公园,公园
滨江公园,建邺区,乐山路(奥体中心地铁站6号口步行180米),118.718533,32.010502,风景名胜;公园广场;公园,公园
宝塔公园,高淳区,宝塔路153号,118.888878,31.320982,风景名胜;公园广场;公园,公园
平顶山公园,六合区,新华路33号,118.769155,32.236457,风景名胜;公园广场;公园,公园
江宁体育公园,江宁区,东山街道江宁女人街旁,118.85055,31.948232,风景名胜;公园广场;公园,公园
东山公园(戴家塘),江宁区,东山街道文靖西路99号,118.839094,31.955446,风景名胜;公园广场;公园,公园
东水关遗址公园,秦淮区,大光路街道平江府路80-1夫子庙秦淮风光带内(东侧),118.799338,32.023032,风景名胜;公园广场;公园,公园
和平公园,玄武区,北京东路43号(鸡鸣寺地铁站5号口旁),118.797177,32.057506,风景名胜;公园广场;公园,公园
绿水湾湿地公园,浦口区,江浦街道城南河路与滨江大道交叉口南100米,118.650506,32.006687,风景名胜;公园广场;公园,公园
羊山公园-羊山湖,栖霞区,仙境路18号,118.94824,32.112319,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,公园
钟山体育运动公园,玄武区,灵谷寺路4号,118.871999,32.046468,风景名胜;公园广场;公园,公园
南京市仙林湖公园,栖霞区,纬地路附近,118.985759,32.126923,风景名胜;公园广场;公园,公园
南京七桥瓮公园,秦淮区,友谊河路,118.832224,32.00693,风景名胜;公园广场;公园,公园
河岸花海,浦口区,滁河大桥,118.552686,32.147844,风景名胜;公园广场;公园,公园
羊山公园,栖霞区,羊山北路18号,118.941832,32.11045,风景名胜;公园广场;公园,公园
郑和公园,秦淮区,太平巷35号(常府街地铁站1号口步行400米),118.794405,32.031442,风景名胜;公园广场;公园,公园
南湖公园,建邺区,南湖东路与彩虹苑路交叉口,118.76231,32.027424,风景名胜;公园广场;公园,公园
新天地公园,江宁区,城东路与通湖路交叉口东50米,118.870529,31.966246,风景名胜;公园广场;公园,公园
青奥森林公园,建邺区,江堤路西200米,118.698513,31.997403,风景名胜;公园广场;公园,公园
八字山公园,鼓楼区,挹江门街道中山北路挹江门,118.748295,32.085043,风景名胜;公园广场;公园,公园
午朝门公园,秦淮区,瑞金路街道御道街27号(明故宫遗址),118.817599,32.038177,风景名胜;公园广场;公园,公园
求雨山文化公园,浦口区,江浦街道江浦街道雨山路18号,118.616401,32.057152,风景名胜;公园广场;公园,公园
南京浦口凤凰山公园,浦口区,江浦街道江浦大道公园北路99号,118.622254,32.062311,风景名胜;公园广场;公园,公园
茉湖公园,六合区,古棠大道与新棠路交叉口西南140米,118.831798,32.318835,风景名胜;公园广场;公园,公园
江宁区大学城天印湖公园,江宁区,淳化街道江宁区大学城,118.877605,31.916747,风景名胜;公园广场;公园,公园
雅居乐公园,秦淮区,龙蟠南路33号,118.798162,32.01058,风景名胜;公园广场;公园,公园
伯乐园,栖霞区,化纤新村(吉祥庵地铁站3号口步行410米),118.819683,32.128154,风景名胜;公园广场;公园,公园
正大园,鼓楼区,虎踞南路2号(汉中门地铁站2号口步行180米),118.765062,32.042418,风景名胜;公园广场;公园,公园
东风河游园,秦淮区,大明西路16号附近,118.799668,31.999292,风景名胜;公园广场;公园,公园
马家桥生态境园,江宁区,其东线,118.938981,32.068881,风景名胜;公园广场;公园,公园
农花游园,雨花台区,绿都大道与沪蓉高速交叉路口往南约50米,118.789066,31.970869,风景名胜;公园广场;公园,公园
明觉寺森林公园,溧水区,左山线与341省道交叉口东100米,118.897864,31.580959,风景名胜;公园广场;公园,公园
白家山名人铭园,雨花台区,岱山南路六朝古都遗址公园,118.702939,31.940974,风景名胜;公园广场;公园,公园
天印湖(不对外开放),江宁区,学海路与滨湖大道交叉口东南280米,118.883144,31.920057,风景名胜;公园广场;公园,公园
麒麟郭台,玄武区,马高路与双拜岗路交叉口南260米,118.881507,32.024099,风景名胜;公园广场;公园,公园
太平天国,鼓楼区,归云堂1号,118.750131,32.08166,风景名胜;公园广场;公园,公园
狮子山公园,江宁区,狮山路,118.778224,31.770044,风景名胜;公园广场;公园,公园
大泉人家,六合区,枫彩路,118.652847,32.534092,风景名胜;公园广场;公园,公园
双桥门公园,秦淮区,双桥门30号,118.794359,32.006858,风景名胜;公园广场;公园,公园
言和路健康主题公园,栖霞区,华电西路6号(迈皋桥地铁站4号口步行290米),118.812383,32.102361,风景名胜;公园广场;公园,公园
滨江新城公园,江宁区,宁芜大道与翔凤路交叉口东240米,118.589954,31.825355,风景名胜;公园广场;公园,公园
洲头公园,建邺区,江堤路鼋头石湿地风景区(东北角),118.671094,31.988061,风景名胜;公园广场;公园,公园
钟山足球公园,玄武区,双拜巷108号,118.867114,32.028938,风景名胜;公园广场;公园,公园
汤泉湖公园,江宁区,汤山街道汤山街道汤山街道汤山街道,119.069752,32.048711,风景名胜;公园广场;公园,公园
南京雕塑公园,江宁区,牛首大道振容路1号,118.700173,31.866126,风景名胜;公园广场;公园,公园
明城墙公园,玄武区,环湖路解放门8号(玄武门地铁站4号口步行410米),118.787783,32.069164,风景名胜;公园广场;公园,公园
南京师范大学随园校区德风园,鼓楼区,南京师范大学随园校区600号楼南侧,118.768722,32.053639,风景名胜;公园广场;公园,公园
河西中央公园,建邺区,河西大街339号,118.727877,32.000464,风景名胜;公园广场;公园,公园
南京中国绿化博览园,建邺区,扬子江大道228-1号,118.709711,32.019739,风景名胜;公园广场;公园,公园
河滨公园,浦口区,河滨路与珠泉路交叉口西180米,118.631155,32.055053,风景名胜;公园广场;公园,公园
神策门公园,玄武区,锁金村街道龙蟠路2号钟山风景名胜区玄武湖景区内西北侧,118.787327,32.088919,风景名胜;公园广场;公园,公园
杨庄南村游园,六合区,大厂街道杨庄南村,118.735031,32.209232,风景名胜;公园广场;公园,公园
双拥公园(谭园路),江宁区,杨家圩路杨家圩文化公园,118.833385,31.941438,风景名胜;公园广场;公园,公园
红旗桥滨河游园,秦淮区,平江府路80-1夫子庙秦淮风光带内(东侧),118.798204,32.017688,风景名胜;公园广场;公园,公园
象山湖公园,浦口区,江浦街道象山水库,118.61796,32.089925,风景名胜;公园广场;公园,公园
宝塔公园(万辰广场北),溧水区,宝塔路与永昌东路交叉口西南约80米,119.023147,31.6598,风景名胜;公园广场;公园,公园
城东公园,江宁区,同夏路20号,118.862276,31.958237,风景名胜;公园广场;公园,公园
汤山山顶公园,江宁区,环镇西路南京猿人洞风景区(东北角),119.052908,32.055693,风景名胜;公园广场;公园,公园
凤岭公园,高淳区,淳溪镇镇兴路,118.874503,31.329444,风景名胜;公园广场;公园,公园
谷德体育公园,江宁区,东善桥工业园隆盛路66号西门,118.790532,31.870904,风景名胜;公园广场;公园,公园
跃江公园,浦口区,南浦路与浦园北路交叉口东南220米,118.737401,32.11981,风景名胜;公园广场;公园,公园
兰溪公园B区,浦口区,新北路,118.603974,32.050525,风景名胜;公园广场;公园,公园
宿迁玫瑰园,江宁区,东南大学路2号,118.825231,31.884388,风景名胜;公园广场;公园,公园
汤水河公园,江宁区,圣汤大道(泉都大街地铁站3号口步行180米),119.054647,32.035537,风景名胜;公园广场;公园,公园
柳洲小游园,浦口区,高新南路南京市第一中学(泰山分校),118.716434,32.140604,风景名胜;公园广场;公园,公园
萌趣乐园口袋公园,建邺区,楠溪江东街与嵩山路交界处,118.734049,31.991823,风景名胜;公园广场;公园,公园
兰花园,栖霞区,燕子矶街道太平村95-2号门坡,118.815242,32.137048,风景名胜;公园广场;公园,公园
武定门北园,秦淮区,长乐路236号武定门公园内(北侧),118.797011,32.016155,风景名胜;公园广场;公园,公园
村口公园,江宁区,上佘路与李家路交叉口南200米,118.93013,31.98057,风景名胜;公园广场;公园,公园
玉兰园,六合区,梅云路与环湖路交叉口东200米,118.649902,32.533256,风景名胜;公园广场;公园,公园
南湾营公园,栖霞区,环城公路附近,118.898983,32.034518,风景名胜;公园广场;公园,公园
金牛山文化公园,溧水区,金牛北路与平安西路交叉口东420米,118.9925,31.607079,风景名胜;公园广场;公园,公园
军民友谊园,江宁区,其东线,118.93856,32.068674,风景名胜;公园广场;公园,公园
水西门北园,秦淮区,韩家苑与西止马营交叉口东南20米,118.770554,32.031058,风景名胜;公园广场;公园,公园
集庆门游园,秦淮区,平江府路80-1夫子庙秦淮风光带内(西侧),118.768862,32.01946,风景名胜;公园广场;公园,公园
东水关滨河小游园,秦淮区,龙蟠中路451号正西方向100米,118.79923,32.020044,风景名胜;公园广场;公园,公园
奇石公园,江宁区,丹青路与悦东巷交叉口西北80米,118.927192,32.047463,风景名胜;公园广场;公园,公园
华曦公园,栖霞区,守敬路1-41号,118.985022,32.135325,风景名胜;公园广场;公园,公园
水关桥体育公园,鼓楼区,幕府西路34号,118.756415,32.09965,风景名胜;公园广场;公园,公园
葛塘新城体育文化公园,六合区,惠泽路,118.736412,32.247681,风景名胜;公园广场;公园,公园
长江文化公园,浦口区,江北新区图书馆扬子江生态公园分馆西北侧,118.71654,32.089768,风景名胜;公园广场;公园,公园
苍山路口袋公园,建邺区,苍山路(梦都大街地铁站5号口步行290米),118.717757,32.015978,风景名胜;公园广场;公园,公园
栖霞区河长制主题公园,栖霞区,瑞霞路与太龙路交叉口西北160米,118.865605,32.106377,风景名胜;公园广场;公园,公园
市政公园,浦口区,双峰路与丹桂路交叉口北300米,118.564347,31.966882,风景名胜;公园广场;公园,公园
地震台公园,溧水区,青年路与致远路交叉口西约120米,119.039813,31.651746,风景名胜;公园广场;公园,公园
二龙山公园,浦口区,沿山大道与光明路交叉口西南440米,118.59271,32.066349,风景名胜;公园广场;公园,公园
南京中国绿化博览园-健康主题公园,建邺区,扬子江大道228号南京中国绿化博览园(东北角),118.713523,32.022578,风景名胜;公园广场;公园,公园
3号公园,建邺区,青奥轴线隧道国际青年文化公园,118.704146,31.991465,风景名胜;公园广场;公园,公园
南京滨江公园(扬子江大道),建邺区,江心洲街道扬子江大道228号,118.706639,31.998513,风景名胜;公园广场;公园,公园
南炼公园,栖霞区,南炼3号路炼油厂公园,118.92766,32.151182,风景名胜;公园广场;公园,公园
花神碧波,雨花台区,紫荆花路9号,118.787352,31.98866,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,公园
江苏经贸职业技术学院-清风园,江宁区,经贸学院路与绿溪路交叉口西160米,118.885125,31.932778,风景名胜;公园广场;公园,公园
东南大学(四牌楼校区)桃李园,玄武区,四牌楼2号东南大学四牌楼校区,118.795028,32.056358,风景名胜;公园广场;公园,公园
河西CBD绿轴公园-A区,建邺区,富春江东街河西CBD绿轴公园,118.725175,31.997175,风景名胜;公园广场;公园,公园
星光赶海公园,雨花台区,古雄街道吾悦广场5层5025,118.652484,31.911702,风景名胜;公园广场;公园,公园
南京工业大学地铁站3号口绿地游园,浦口区,新浦路与浦口大道交叉口西100米,118.648252,32.065841,风景名胜;公园广场;公园,公园
星火广场,秦淮区,火瓦巷(常府街地铁站1号口步行470米),118.788625,32.030976,风景名胜;公园广场;公园,公园
东屏街道市民广场健康主题公园,溧水区,赤虎路与东湖南路交叉口东南220米,119.109981,31.692494,风景名胜;公园广场;公园,公园
钱塘公园,溧水区,幸庄路与天生桥大道交叉口西南40米,119.011364,31.636625,风景名胜;公园广场;公园,公园
建邺路滨河游园,秦淮区,建邺路(张府园地铁站3号口步行190米),118.783161,32.029703,风景名胜;公园广场;公园,公园
创新公园,栖霞区,栖霞街道南京经济技术开发区兴智路6-3号,118.877904,32.137365,风景名胜;公园广场;公园,公园
东瓜匙小游园,秦淮区,明匙路,118.799438,31.991777,风景名胜;公园广场;公园,公园
海跃体育公园,江宁区,望远路3号海跃体育公园,118.833017,31.848968,风景名胜;公园广场;公园,公园
仙鹤门公园,玄武区,文枢西路仙鹤新天地广场东北350米,118.906658,32.087431,风景名胜;公园广场;公园,公园
万荣园,鼓楼区,虹桥与西流湾交叉口东20米,118.770888,32.073651,风景名胜;公园广场;公园,公园
兰溪公园C区,浦口区,兰溪公园,118.603843,32.045776,风景名胜;公园广场;公园,公园
南京科技馆-湿地公园,雨花台区,紫荆花路9号,118.782171,31.985392,风景名胜;公园广场;公园,公园
武定门公园,秦淮区,长乐路236号(武定门地铁站3号口步行390米),118.795857,32.012561,风景名胜;公园广场;公园,公园
雨花数据线公园,雨花台区,宁芜公路47号,118.732569,31.963976,风景名胜;公园广场;公园,公园
青奥博爱之都篮球公园,玄武区,阳光路与环湖路交叉口东100米,118.812448,32.065229,风景名胜;公园广场;公园,公园
水关桥青年广场,鼓楼区,幕府西路与青年路交叉口东80米,118.756415,32.09965,风景名胜;公园广场;公园,公园
雨花滨河体育公园,雨花台区,滨河北路和七贤街交叉口,118.735996,31.949452,风景名胜;公园广场;公园,公园
江心洲狗狗公园,建邺区,龙恩街与梅子洲路交叉口池杉林前,118.688603,32.002993,风景名胜;公园广场;公园,公园
固城水岸滨湖公园,高淳区,祥瑞路28号,118.924875,31.320048,风景名胜;公园广场;公园,公园
梧桐语广场儿童友好成长公园,江宁区,小龙湾路与竹新路交界处,118.838631,31.944217,风景名胜;公园广场;公园,公园
果老滩城市公园,六合区,滁河路与桥西路交叉口东420米,118.850914,32.329082,风景名胜;公园广场;公园,公园
爱情湾生态公园,建邺区,永初路与螺塘路交叉口(太清路地铁站3号口步行180米),118.701398,31.964176,风景名胜;公园广场;公园,公园
怡宁路社区公园,栖霞区,燕华花园小区东南角(万寿地铁站11号口步行190米),118.831393,32.119221,风景名胜;公园广场;公园,公园
龙王山体育公园,浦口区,龙山南路与永固路交叉口东北320米,118.702141,32.18495,风景名胜;公园广场;公园,公园
云梦公园,建邺区,江山大街与中和路交叉口东南侧,118.718073,31.976389,风景名胜;公园广场;公园,公园
南钢文体公园育星馆,六合区,幸福路南侧,118.745756,32.19898,风景名胜;公园广场;公园|体育休闲服务;体育休闲服务场所;体育休闲服务场所,公园
雨花城市公园,雨花台区,春园路32号,118.74196,31.959282,风景名胜;公园广场;公园,公园
三河公园,玄武区,启迪大街148号,118.892854,32.024204,风景名胜;公园广场;公园,公园
观音门公园,栖霞区,新燕街67号,118.820466,32.142919,风景名胜;公园广场;公园,公园
麒麟生态体育公园3期,玄武区,沧波门南街,118.886641,32.027246,风景名胜;公园广场;公园,公园
东新南路停车公园,江宁区,东新南路与金箔路交汇处,118.857194,31.947434,风景名胜;公园广场;公园,公园
中山门入口公园,玄武区,明陵路1号钟山风景名胜区内西南侧,118.831981,32.042406,风景名胜;公园广场;公园,公园
七星公园,江宁区,南京牛首山河绿道与诚信大道交叉口北320米,118.788127,31.90695,风景名胜;公园广场;公园,公园
南京宪法公园,建邺区,太阳宫路与万景园路交叉口西北160米,118.709575,32.013189,风景名胜;公园广场;公园,公园
南京航空航天大学将军路校区御风园,江宁区,南佑路29号,118.792464,31.936192,风景名胜;公园广场;公园,公园
麒麟生态体育公园二期,玄武区,麒麟科技生态体育公园(西北角),118.888355,32.024074,风景名胜;公园广场;公园,公园
明外郭高桥门公园,秦淮区,银龙路与双麒路交叉口北40米,118.85037,31.994096,风景名胜;公园广场;公园,公园
三山湖公园,溧水区,凤凰街,118.977709,31.732241,风景名胜;公园广场;公园,公园
南京明外郭公园(高桥门)西区,秦淮区,S87南京支线与高桥门枢纽交叉口东140米,118.848811,31.995622,风景名胜;公园广场;公园,公园
兰溪公园A区,浦口区,江浦街道卓溪路10号兰溪河长制主题公园,118.600518,32.060339,风景名胜;公园广场;公园,公园
扬子江生态公园,浦口区,滨江大道与广西埂大街交叉口南260米,118.702891,32.077808,风景名胜;公园广场;公园,公园
江宁滨江公园,江宁区,丽水大街辅路与锦文大道交叉口西300米,118.565285,31.864189,风景名胜;公园广场;公园,公园
段林公园,溧水区,文昌东路与段林路交叉口东60米,119.061627,31.660892,风景名胜;公园广场;公园,公园
青宁公园,江宁区,江宁体育中心,118.896489,31.909263,风景名胜;公园广场;公园,公园
Costco开市客(南京店),江宁区,吉印大道3788号,118.873586,31.879398,购物服务;超级市场;超市,超市
麦德龙会员店(南京雨花店),雨花台区,卡子门大街98号(明发广场地铁站1号口步行360米),118.803234,31.978276,购物服务;超级市场;麦德龙,超市
山姆会员商店(南京江北店),浦口区,兴隆路20号,118.668361,32.067037,购物服务;超级市场;超市|购物服务;便民商店/便利店;便民商店/便利店,超市
山姆会员商店(雨花客厅店),雨花台区,软件大道109号雨花客厅F1层,118.763895,31.979651,购物服务;超级市场;超市,超市
